stock_id,date,Advt_12M_Usd,Advt_3M_Usd,Advt_6M_Usd,Asset_Turnover,Bb_Yld,Bv,Capex_Ps_Cf,Capex_Sales,Cash_Div_Cf,Cash_Per_Share,Cf_Sales,Debtequity,Div_Yld,Dps,Ebit_Bv,Ebit_Noa,Ebit_Oa,Ebit_Ta,Ebitda_Margin,Eps,Eps_Basic,Eps_Basic_Gr,Eps_Contin_Oper,Eps_Dil,Ev,Ev_Ebitda,Fa_Ci,Fcf,Fcf_Bv,Fcf_Ce,Fcf_Margin,Fcf_Noa,Fcf_Oa,Fcf_Ta,Fcf_Tbv,Fcf_Toa,Fcf_Yld,Free_Ps_Cf,Int_Rev,Interest_Expense,Mkt_Cap_12M_Usd,Mkt_Cap_3M_Usd,Mkt_Cap_6M_Usd,Mom_11M_Usd,Mom_5M_Usd,Mom_Sharp_11M_Usd,Mom_Sharp_5M_Usd,Nd_Ebitda,Net_Debt,Net_Debt_Cf,Net_Margin,Netdebtyield,Ni,Ni_Avail_Margin,Ni_Oa,Ni_Toa,Noa,Oa,Ocf,Ocf_Bv,Ocf_Ce,Ocf_Margin,Ocf_Noa,Ocf_Oa,Ocf_Ta,Ocf_Tbv,Ocf_Toa,Op_Margin,Op_Prt_Margin,Oper_Ps_Net_Cf,Pb,Pe,Ptx_Mgn,Recurring_Earning_Total_Assets,Return_On_Capital,Rev,Roa,Roc,Roce,Roe,Sales_Ps,Share_Turn_12M,Share_Turn_3M,Share_Turn_6M,Ta,Tev_Less_Mktcap,Tot_Debt_Rev,Total_Capital,Total_Debt,Total_Debt_Capital,Total_Liabilities_Total_Assets,Vol1Y_Usd,Vol3Y_Usd,R1M_Usd,R3M_Usd,R6M_Usd,R12M_Usd
661,12/31/2018,0.38,0.31,0.35,0.68,0.89,0.22,0.29,0.39,0.19,0.8,0.65,0.03,0.11,0.14,0.67,0.83,0.84,0.82,0.61,0.51,0.51,0.15,0.52,0.51,0.17,0.29,0.15,0.45,0.79,0.73,0.76,0.96,0.97,0.94,0.71,0.84,0.74,0.8,0.38,0.02,0.31,0.25,0.27,0.09,0.14,0.11,0.23,0.07,0.07,0.57,0.66,0.53,0.36,0.62,0.94,0.82,0.07,0.07,0.31,0.68,0.69,0.64,0.96,0.96,0.91,0.64,0.84,0.84,0.14,0.5,0.65,0.51,0.84,0.82,0.95,0.19,0.89,0.95,0.7,0.69,0.36,0.74,0.65,0.74,0.1,0.09,0.04,0.1,0.06,0.01,0.07,0.81,0.71,0.195,0.157,0,0
718,12/31/2018,0.08,0.09,0.09,0.01,0.94,0.22,0.1,0.27,0.79,0.34,0.69,0.87,0.78,0.41,0.92,0.98,0.92,0.88,0.94,0.35,0.34,0.7,0.35,0.35,0.17,0.09,0.13,0.25,0.34,0.99,0.78,0.25,0.18,0.18,0.44,0.14,0.67,0.34,0.42,0.32,0.08,0.08,0.08,0.28,0.36,0.25,0.34,0.34,0.52,0.2,0.85,0.04,0.24,0.82,0.18,0.15,0.36,0.55,0.11,0.16,0.83,0.65,0.09,0.06,0.06,0.32,0.05,0.87,0.74,0.15,0.09,0.17,0.91,0.32,0.15,0.04,0.18,0.15,0.11,0.36,0.09,0.21,0.23,0.27,0.54,0.34,0.99,0.34,0.46,0.84,0.93,0.33,0.31,0.161,0.111,0,0
1000,12/31/2018,0.1,0.12,0.12,0.6,0.13,0.22,0.59,0.6,0.79,0.12,0.09,0.71,0.91,0.39,0.11,0.08,0.08,0.07,0.12,0.04,0.04,0.01,0.11,0.04,0.12,0.57,0.75,0.12,0.13,0.09,0.11,0.11,0.1,0.1,0.29,0.08,0.07,0.12,0.24,0.29,0.1,0.08,0.09,0.06,0.05,0.1,0.1,0.82,0.38,0.77,0.11,0.98,0.12,0.11,0.12,0.11,0.26,0.23,0.09,0.11,0.07,0.09,0.09,0.17,0.16,0.3,0.16,0.09,0.01,0.1,0.18,0.5,0.13,0.75,0.11,0.34,0.12,0.11,0.1,0.12,0.54,0.28,0.5,0.47,0.23,0.3,0.5,0.25,0.34,0.67,0.57,0.9,0.88,0.326,0.465,0,0
1039,12/31/2018,0.19,0.21,0.22,0.52,0.24,0.22,0.75,0.79,0.4,0.21,0.52,0.62,0.38,0.46,0.53,0.48,0.53,0.52,0.52,0.48,0.47,0.79,0.48,0.47,0.3,0.61,0.73,0.18,0.22,0.18,0.21,0.21,0.25,0.24,0.39,0.23,0.18,0.21,0.39,0.29,0.27,0.29,0.28,0.82,0.9,0.78,0.82,0.55,0.37,0.62,0.46,0.63,0.29,0.43,0.55,0.45,0.26,0.19,0.21,0.43,0.28,0.36,0.4,0.48,0.44,0.57,0.36,0.57,0.77,0.39,0.76,0.77,0.5,0.67,0.59,0.24,0.55,0.59,0.65,0.53,0.52,0.17,0.18,0.26,0.18,0.35,0.55,0.23,0.31,0.58,0.44,0.55,0.45,0.1,0.15,0,0
1056,12/31/2018,0.07,0.06,0.06,0.04,0.52,0.22,0.65,0.78,0.69,0.72,0.81,0.85,0.62,0.82,0.88,0.95,0.88,0.94,0.93,0.74,0.74,0.36,0.74,0.74,0.22,0.16,0.36,0.31,0.51,0.98,0.8,0.33,0.21,0.22,0.54,0.17,0.59,0.72,0.48,0.3,0.17,0.17,0.17,0.51,0.4,0.51,0.38,0.41,0.5,0.74,0.8,0.9,0.27,0.77,0.19,0.16,0.35,0.57,0.2,0.41,0.86,0.8,0.19,0.11,0.12,0.49,0.1,0.87,0.36,0.73,0.41,0.45,0.88,0.25,0.24,0.06,0.19,0.24,0.35,0.46,0.39,0.04,0.03,0.03,0.55,0.33,0.94,0.32,0.44,0.82,0.94,0.29,0.39,-0.02,0.021,0,0
1061,12/31/2018,0.29,0.31,0.29,0.79,0.65,0.22,0.45,0.31,0.49,0.53,0.21,0.89,0.6,0.47,0.74,0.51,0.5,0.52,0.21,0.48,0.48,0.26,0.49,0.48,0.41,0.57,0.74,0.5,0.86,0.49,0.36,0.59,0.63,0.63,0.13,0.57,0.72,0.53,0.48,0.52,0.41,0.37,0.4,0.15,0.11,0.15,0.14,0.73,0.55,0.38,0.35,0.34,0.49,0.33,0.64,0.6,0.38,0.35,0.42,0.87,0.44,0.24,0.57,0.59,0.59,0.12,0.54,0.28,0.47,0.39,0.83,0.45,0.31,0.5,0.64,0.57,0.65,0.64,0.88,0.89,0.65,0.2,0.37,0.26,0.34,0.54,0.46,0.36,0.49,0.86,0.73,0.63,0.55,0.132,0.031,0,0
1199,12/31/2018,0.11,0.1,0.11,0.58,0.64,0.22,0.15,0.18,0.05,0.52,0.35,0.22,0.16,0.03,0.28,0.38,0.32,0.36,0.23,0.31,0.31,0.72,0.3,0.3,0.15,0.66,0.15,0.35,0.59,0.53,0.55,0.66,0.67,0.69,0.02,0.66,0.71,0.52,0.68,0.16,0.15,0.18,0.17,0.95,0.41,0.98,0.32,0.49,0.27,0.34,0.45,0.22,0.28,0.42,0.56,0.62,0.18,0.17,0.2,0.42,0.41,0.37,0.54,0.52,0.55,0.03,0.6,0.33,0.71,0.22,0.45,0.47,0.43,0.59,0.5,0.23,0.59,0.5,0.41,0.5,0.31,0.1,0.08,0.1,0.15,0.19,0.27,0.14,0.16,0.2,0.3,0.23,0.16,-0.005,0.027,0,0
296,12/31/2018,0.24,0.29,0.26,0.45,0.31,0.23,0.31,0.17,0.5,0.82,0.06,0.02,0.18,0.02,0.1,0.02,0.55,0.1,0.1,0.08,0.08,0.08,0.08,0.08,0.08,0.96,0.22,0.24,0.33,0.41,0.53,0.02,0.93,0.53,0.42,0.72,0.39,0.82,0.03,0.5,0.17,0.18,0.17,0.46,0.59,0.45,0.6,0.01,0.05,0.5,0.11,0.5,0.12,0.1,0.07,0.08,0.01,0.02,0.12,0.16,0.23,0.34,0.02,0.91,0.33,0.31,0.68,0.17,0.08,0.54,0.53,0.5,0.38,0.83,0.16,0.11,0.12,0.16,0.04,0.12,0.66,0.69,0.77,0.73,0.11,0.04,0.01,0.11,0.01,0.5,0.09,0.22,0.63,-0.007,0.129,0,0
305,12/31/2018,0.21,0.22,0.22,0.78,0.6,0.23,0.5,0.23,0.46,0.81,0.18,0.37,0.42,0.53,0.39,0.41,0.38,0.41,0.15,0.38,0.37,0.28,0.38,0.37,0.22,0.67,0.53,0.43,0.73,0.59,0.45,0.72,0.73,0.76,0.81,0.61,0.72,0.81,0.41,0.3,0.25,0.25,0.25,0.52,0.17,0.52,0.05,0.57,0.33,0.24,0.21,0.15,0.22,0.2,0.4,0.38,0.24,0.21,0.31,0.65,0.51,0.28,0.65,0.65,0.69,0.8,0.54,0.21,0.3,0.67,0.59,0.82,0.24,0.68,0.52,0.4,0.4,0.52,0.49,0.28,0.81,0.32,0.34,0.37,0.18,0.24,0.25,0.18,0.23,0.33,0.4,0.27,0.14,0.054,0.045,0,0
429,12/31/2018,0.38,0.34,0.36,0.73,0.75,0.23,0.06,0.07,0.32,0.45,0.3,0.04,0.25,0.25,0.07,0.04,0.04,0.04,0.04,0.13,0.12,0.08,0.13,0.13,0.41,1,0.04,0.38,0.66,0.68,0.61,0.87,0.85,0.83,0.61,0.65,0.28,0.45,0.27,0.04,0.49,0.49,0.5,0.78,0.55,0.73,0.55,0.02,0.1,0.54,0.11,0.59,0.12,0.11,0.1,0.1,0.11,0.11,0.22,0.45,0.58,0.43,0.81,0.75,0.7,0.51,0.53,0.05,0.07,0.16,0.9,0.5,0.1,0.78,0.04,0.22,0.1,0.04,0.39,0.12,0.2,0.26,0.2,0.23,0.11,0.32,0.02,0.11,0.03,0.5,0.14,0.67,0.65,0.177,0.36,0,0
459,12/31/2018,0.17,0.15,0.16,0.68,0.73,0.23,0.29,0.1,0.15,0.29,0.09,0.87,0.04,0.12,0.26,0.13,0.15,0.14,0.06,0.06,0.06,0.03,0.06,0.06,0.14,0.71,0.12,0.17,0.21,0.15,0.16,0.18,0.17,0.17,0.36,0.14,0.39,0.29,0.05,0.14,0.05,0.04,0.04,0.05,0.11,0.05,0.2,0.99,0.53,0.25,0.1,0.03,0.08,0.09,0.08,0.08,0.37,0.29,0.08,0.1,0.05,0.07,0.08,0.12,0.11,0.29,0.1,0.13,0.03,0.11,0.01,0.5,0.17,0.12,0.16,0.43,0.08,0.16,0.19,0.07,0.8,0.92,0.92,0.92,0.28,0.35,0.58,0.35,0.47,0.84,0.63,0.81,0.93,0.322,0.214,0,0
508,12/31/2018,0.53,0.5,0.5,0.9,0.77,0.23,0.76,0.69,0.6,0.58,0.3,0.2,0.67,0.66,0.51,0.58,0.51,0.55,0.19,0.57,0.58,0.45,0.58,0.58,0.26,0.47,0.86,0.44,0.77,0.66,0.4,0.8,0.78,0.82,0.65,0.55,0.65,0.58,0.07,0.18,0.32,0.32,0.32,0.56,0.32,0.56,0.34,0.25,0.27,0.63,0.38,0.64,0.43,0.37,0.81,0.57,0.18,0.19,0.43,0.87,0.74,0.39,0.89,0.88,0.92,0.7,0.62,0.2,0.49,0.67,0.72,0.37,0.26,0.97,0.78,0.46,0.84,0.78,0.83,0.81,0.72,0.94,0.91,0.91,0.16,0.24,0.13,0.14,0.16,0.17,0.36,0.54,0.41,0.031,0.132,0,0
557,12/31/2018,0.24,0.25,0.26,0.9,0.74,0.23,0.32,0.22,0.45,0.54,0.23,0.07,0.48,0.37,0.49,0.69,0.7,0.7,0.2,0.42,0.41,0.43,0.42,0.42,0.13,0.31,0.54,0.38,0.63,0.65,0.41,0.83,0.84,0.83,0.6,0.63,0.69,0.54,0.17,0.06,0.2,0.2,0.2,0.37,0.45,0.4,0.48,0.11,0.12,0.49,0.35,0.48,0.32,0.33,0.82,0.62,0.12,0.11,0.25,0.54,0.62,0.25,0.81,0.81,0.8,0.55,0.59,0.3,0.43,0.33,0.49,0.36,0.4,0.57,0.84,0.36,0.81,0.84,0.54,0.61,0.56,0.6,0.62,0.66,0.11,0.09,0.07,0.11,0.07,0.05,0.1,0.66,0.74,0.069,0.195,0,0
585,12/31/2018,0.07,0.07,0.06,0.01,0.18,0.23,0.03,0.03,0.98,0.35,0.99,0.99,0.99,0.42,0.54,0.09,0.11,0.11,1,0.18,0.17,0.24,0.18,0.18,0.43,0.97,0.08,0.44,0.77,0.97,1,0.24,0.37,0.38,0.86,0.95,0.98,0.35,0.8,0.64,0.05,0.05,0.05,0.33,0.4,0.22,0.21,1,0.8,0.14,0.97,0.01,0.22,0.89,0.18,1,0.65,0.51,0.27,0.58,1,1,0.08,0.18,0.19,0.9,0.93,0.95,0.29,0.15,0.05,0.18,0.93,0.13,0.07,0.02,0.17,0.07,0.26,0.27,0.01,0.31,0.23,0.25,0.49,0.7,1,0.62,0.75,0.95,0.88,0.05,0.06,0.106,0.032,0,0
688,12/31/2018,0.18,0.19,0.18,0.74,0.18,0.23,0.62,0.71,0.52,0.42,0.23,0.11,0.49,0.35,0.47,0.7,0.72,0.7,0.4,0.38,0.37,0.2,0.38,0.38,0.12,0.3,0.49,0.27,0.38,0.45,0.4,0.67,0.7,0.62,0.47,0.52,0.6,0.42,0.29,0.08,0.19,0.15,0.17,0.14,0.1,0.11,0.06,0.09,0.12,0.59,0.41,0.6,0.25,0.39,0.74,0.57,0.11,0.09,0.23,0.45,0.54,0.41,0.79,0.82,0.75,0.52,0.62,0.54,0.18,0.36,0.47,0.6,0.6,0.8,0.8,0.23,0.68,0.8,0.2,0.4,0.45,0.4,0.59,0.45,0.11,0.21,0.13,0.12,0.11,0.08,0.08,0.73,0.67,0.11,0.241,0,0
861,12/31/2018,0.41,0.41,0.41,0.86,0.81,0.23,0.37,0.21,0.15,0.73,0.3,0.56,0.14,0.03,0.67,0.61,0.64,0.69,0.24,0.57,0.58,0.59,0.57,0.58,0.31,0.55,0.33,0.45,0.78,0.6,0.43,0.7,0.74,0.78,0.07,0.72,0.52,0.73,0.51,0.3,0.36,0.37,0.36,0.91,0.76,0.81,0.69,0.55,0.38,0.75,0.43,0.83,0.44,0.41,0.78,0.75,0.27,0.22,0.33,0.71,0.54,0.26,0.63,0.67,0.71,0.07,0.7,0.38,0.61,0.44,0.75,0.42,0.41,0.42,0.85,0.43,0.85,0.85,0.81,0.84,0.65,0.72,0.68,0.69,0.19,0.21,0.31,0.22,0.29,0.52,0.45,0.83,0.85,0.143,-0.169,0,0
922,12/31/2018,0.07,0.08,0.08,0.15,0.58,0.23,0.66,0.82,0.97,0.18,0.74,0.78,0.93,0.92,0.1,0.07,0.06,0.06,0.75,0.04,0.03,0.05,0.05,0.03,0.14,0.71,0.06,0.22,0.29,0.96,0.75,0.25,0.38,0.37,0.92,0.95,0.6,0.18,0.87,0.41,0.07,0.08,0.07,0.45,0.32,0.44,0.16,0.92,0.41,0.17,0.05,0.02,0.12,0.04,0.1,0.91,0.32,0.2,0.13,0.19,0.95,0.77,0.11,0.24,0.23,0.88,0.91,0.02,0.5,0.6,0.13,0.5,0.09,0.07,0.04,0.03,0.1,0.04,0.16,0.1,0.32,0.12,0.08,0.1,0.18,0.3,0.94,0.27,0.35,0.67,0.3,0.15,0.37,0.2,0.236,0,0
27,12/31/2018,0.44,0.42,0.42,0.88,0.7,0.24,0.36,0.41,0.61,0.55,0.44,0.37,0.41,0.51,0.79,0.8,0.8,0.81,0.38,0.51,0.51,0.38,0.51,0.51,0.5,0.7,0.6,0.57,0.92,0.77,0.57,0.93,0.93,0.94,0.83,0.78,0.42,0.55,0.29,0.28,0.59,0.59,0.59,0.43,0.66,0.41,0.68,0.2,0.23,0.4,0.58,0.43,0.57,0.55,0.95,0.81,0.17,0.19,0.49,0.91,0.78,0.45,0.93,0.93,0.95,0.92,0.79,0.56,0.41,0.38,0.93,0.6,0.63,0.63,0.96,0.48,0.95,0.96,0.9,0.94,0.44,0.2,0.16,0.17,0.2,0.25,0.2,0.19,0.24,0.34,0.44,0.16,0.73,0.065,0.236,0,0
39,12/31/2018,0.21,0.2,0.2,0.96,0.85,0.24,0.76,0.48,0.34,0.62,0.2,0.15,0.8,0.5,0.49,0.59,0.6,0.66,0.15,0.81,0.82,0.95,0.81,0.81,0.08,0.19,0.69,0.34,0.51,0.53,0.28,0.6,0.64,0.68,0.57,0.49,0.9,0.62,0.21,0.19,0.11,0.1,0.09,0.22,0.16,0.28,0.19,0.24,0.25,0.33,0.42,0.14,0.46,0.4,0.88,0.69,0.19,0.16,0.3,0.61,0.63,0.21,0.71,0.74,0.81,0.61,0.54,0.22,0.93,0.66,0.08,0.01,0.31,0.82,0.8,0.46,0.92,0.8,0.73,0.85,0.86,0.82,0.81,0.83,0.14,0.16,0.12,0.14,0.14,0.12,0.17,0.8,0.88,0.123,0.122,0,0
118,12/31/2018,0.32,0.35,0.36,0.45,0.18,0.24,0.64,0.81,0.12,0.56,0.71,0.39,0.14,0.13,0.5,0.53,0.59,0.61,0.62,0.7,0.7,0.61,0.7,0.7,0.26,0.68,0.66,0.28,0.38,0.34,0.56,0.43,0.51,0.52,0.7,0.49,0.43,0.56,0.72,0.08,0.25,0.25,0.26,0.52,0.42,0.52,0.46,0.49,0.32,0.82,0.84,0.96,0.42,0.8,0.82,0.73,0.23,0.17,0.23,0.45,0.36,0.61,0.51,0.59,0.59,0.75,0.54,0.79,0.63,0.41,0.67,0.39,0.8,0.69,0.8,0.14,0.9,0.8,0.64,0.81,0.33,0.76,0.77,0.8,0.15,0.38,0.57,0.19,0.24,0.35,0.26,0.73,0.79,0.156,0.029,0,0
124,12/31/2018,0.63,0.7,0.72,0.5,0.71,0.24,0.19,0.62,0.07,0.58,0.73,0.56,0.04,0.07,0.56,0.65,0.7,0.64,0.57,0.15,0.15,0.11,0.15,0.15,0.5,0.94,0.32,0.56,0.91,0.73,0.86,0.91,0.96,0.95,0.99,0.88,0.37,0.58,0.67,0.35,0.53,0.59,0.56,0.98,1,0.98,0.99,0.23,0.25,0.45,0.19,0.47,0.16,0.19,0.32,0.41,0.18,0.14,0.43,0.86,0.69,0.78,0.89,0.94,0.92,0.99,0.88,0.66,0.1,0.24,0.93,1,0.62,0.09,0.64,0.23,0.26,0.64,0.77,0.17,0.09,0.89,0.91,0.94,0.17,0.14,0.56,0.23,0.3,0.53,0.33,0.61,0.75,0.009,0.012,0,0
223,12/31/2018,0.25,0.26,0.27,0.47,0.23,0.24,0.3,0.25,0.53,0.43,0.42,0.51,0.39,0.53,0.24,0.23,0.26,0.28,0.38,0.52,0.52,0.97,0.52,0.52,0.28,0.83,0.38,0.27,0.37,0.31,0.43,0.35,0.45,0.47,0.14,0.53,0.29,0.43,0.77,0.29,0.27,0.28,0.28,0.93,0.39,0.98,0.35,0.73,0.38,0.33,0.51,0.27,0.29,0.48,0.53,0.64,0.28,0.2,0.15,0.23,0.16,0.27,0.19,0.28,0.3,0.14,0.47,0.35,0.98,0.29,0.66,0.72,0.29,0.58,0.29,0.21,0.56,0.29,0.37,0.49,0.5,0.39,0.41,0.41,0.17,0.32,0.56,0.22,0.29,0.48,0.34,0.24,0.33,0.096,0.299,0,0
856,12/31/2018,0.3,0.28,0.29,0.86,0.46,0.24,0.94,0.83,0.2,0.45,0.4,0.16,0.14,0.07,0.36,0.46,0.49,0.53,0.28,0.78,0.78,0.89,0.78,0.78,0.21,0.41,0.82,0.21,0.27,0.26,0.21,0.3,0.37,0.39,0.39,0.3,0.24,0.45,0.07,0.15,0.27,0.23,0.25,0.29,0.12,0.32,0.13,0.25,0.26,0.35,0.49,0.26,0.41,0.46,0.83,0.6,0.19,0.15,0.38,0.77,0.71,0.46,0.82,0.87,0.92,0.62,0.61,0.25,0.89,0.83,0.59,0.31,0.38,0.65,0.68,0.36,0.89,0.68,0.77,0.78,0.79,0.63,0.61,0.63,0.14,0.26,0.14,0.15,0.15,0.13,0.16,0.69,0.85,0.074,0.095,0,0
932,12/31/2018,0.63,0.63,0.63,0.53,0.67,0.24,0.1,0.07,0.5,0.97,0.91,0.13,0.01,0.06,0.6,0.7,0.77,0.8,0.71,0.93,0.94,0.47,0.93,0.93,0.39,0.86,0.16,0.52,0.88,0.78,0.93,0.9,0.96,0.98,0.98,0.89,0.68,0.97,0.87,0.11,0.46,0.42,0.45,0.28,0.05,0.33,0.05,0.18,0.2,0.28,0.94,0.25,0.47,0.89,0.95,0.89,0.16,0.11,0.37,0.76,0.75,0.87,0.86,0.93,0.96,0.97,0.88,0.91,0.4,0.9,0.85,0.63,0.9,0.26,0.91,0.13,0.98,0.91,0.84,0.88,0.5,0.94,0.96,0.94,0.1,0.43,0.22,0.13,0.12,0.1,0.05,0.77,0.92,0.196,-0.477,0,0
1003,12/31/2018,0.29,0.31,0.29,0.6,0.5,0.24,0.39,0.32,0.54,0.79,0.6,0.45,0.44,0.74,0.4,0.44,0.37,0.36,0.23,0.39,0.39,0.24,0.4,0.39,0.39,0.95,0.45,0.51,0.86,0.66,0.67,0.84,0.84,0.86,0.98,0.73,0.52,0.79,0.56,0.28,0.43,0.48,0.46,0.95,0.87,0.99,0.88,0.51,0.32,0.28,0.33,0.29,0.27,0.32,0.49,0.47,0.22,0.22,0.39,0.8,0.6,0.53,0.8,0.77,0.79,0.98,0.7,0.31,0.22,0.67,0.85,0.9,0.33,0.81,0.5,0.32,0.49,0.5,0.85,0.43,0.56,0.18,0.13,0.13,0.22,0.29,0.38,0.21,0.26,0.42,0.48,0.2,0.42,0.063,0.101,0,0
1022,12/31/2018,0.2,0.22,0.21,0.79,0.91,0.24,0.47,0.28,0.58,0.13,0.08,0.09,0.41,0.35,0.08,0.06,0.05,0.05,0.04,0.13,0.13,0.09,0.13,0.13,0.11,0.98,0.53,0.13,0.15,0.09,0.12,0.12,0.1,0.1,0.32,0.09,0.11,0.13,0.13,0.07,0.16,0.12,0.13,0.06,0.03,0.12,0.11,0.18,0.2,0.65,0.13,0.75,0.13,0.13,0.13,0.12,0.16,0.13,0.06,0.09,0.05,0.06,0.08,0.08,0.08,0.28,0.07,0.06,0.08,0.08,0.33,0.5,0.13,0.83,0.06,0.28,0.13,0.06,0.06,0.13,0.72,0.55,0.75,0.71,0.11,0.22,0.1,0.12,0.1,0.07,0.08,0.92,0.81,0.226,0.254,0,0
1076,12/31/2018,0.32,0.39,0.35,0.68,0.03,0.24,0.55,0.52,0.48,0.53,0.37,0.46,0.35,0.5,0.45,0.41,0.49,0.55,0.35,0.46,0.45,0.49,0.46,0.45,0.28,0.71,0.69,0.33,0.5,0.45,0.44,0.48,0.59,0.62,0.95,0.57,0.33,0.53,0.59,0.33,0.28,0.34,0.32,0.96,0.99,0.94,0.96,0.63,0.38,0.39,0.39,0.38,0.29,0.37,0.55,0.56,0.27,0.19,0.24,0.46,0.43,0.34,0.44,0.57,0.61,0.96,0.56,0.42,0.52,0.43,0.67,0.74,0.41,0.71,0.58,0.29,0.59,0.58,0.53,0.47,0.57,0.66,0.67,0.66,0.16,0.22,0.42,0.21,0.27,0.42,0.26,0.64,0.58,0.042,0.262,0,0
1090,12/31/2018,0.32,0.35,0.36,0.55,0.66,0.24,0.4,0.53,0.48,0.86,0.77,0.05,0.36,0.72,0.53,0.79,0.83,0.78,0.64,0.73,0.73,0.58,0.73,0.73,0.24,0.56,0.37,0.45,0.75,0.74,0.82,0.95,0.98,0.95,0.68,0.85,0.51,0.86,0.4,0.11,0.36,0.37,0.36,0.76,0.57,0.69,0.56,0.06,0.07,0.22,0.77,0.17,0.38,0.73,0.97,0.85,0.08,0.06,0.32,0.64,0.71,0.76,0.94,0.98,0.94,0.61,0.86,0.83,0.54,0.72,0.73,0.61,0.83,0.83,0.86,0.15,0.9,0.86,0.66,0.7,0.42,0.46,0.51,0.57,0.09,0.03,0.04,0.12,0.03,0.01,0.02,0.75,0.57,0.069,0.179,0,0
115,12/31/2018,0.03,0.03,0.03,0.11,0.05,0.25,0.3,0.51,0.49,0.82,0.82,0.8,0.64,0.58,0.87,0.96,0.93,0.88,0.87,0.58,0.59,0.62,0.58,0.59,0.15,0.13,0.18,0.38,0.59,0.92,0.9,0.52,0.32,0.32,0.55,0.27,0.9,0.82,0.16,0.21,0.1,0.11,0.11,0.75,0.45,0.76,0.44,0.32,0.41,0.32,0.8,0.14,0.27,0.77,0.26,0.22,0.31,0.49,0.22,0.41,0.89,0.85,0.33,0.17,0.17,0.44,0.15,0.85,0.55,0.64,0.19,0.27,0.85,0.34,0.21,0.06,0.26,0.21,0.3,0.41,0.29,0.02,0.02,0.02,0.49,0.3,0.92,0.31,0.41,0.77,0.85,0.37,0.39,0.077,0.162,0,0
120,12/31/2018,0.18,0.14,0.12,0.82,0.28,0.25,0.3,0.08,0.7,0.69,0.11,0.14,0.69,0.66,0.94,0.92,0.95,0.92,0.98,0.46,0.46,0.37,0.47,0.46,0.11,0.11,0.25,0.36,0.55,0.43,0.34,0.72,0.65,0.64,0.67,0.52,0.77,0.69,0.34,0.12,0.13,0.14,0.13,0.53,0.54,0.54,0.55,0.35,0.18,0.35,0.22,0.22,0.24,0.21,0.47,0.42,0.15,0.18,0.21,0.38,0.27,0.17,0.61,0.5,0.48,0.6,0.41,0.13,0.46,0.53,0.26,0.5,0.21,0.63,0.43,0.42,0.46,0.43,0.25,0.3,0.86,0.56,0.29,0.24,0.17,0.14,0.12,0.14,0.14,0.12,0.31,0.07,0.25,0.074,0.038,0,0
276,12/31/2018,0.38,0.37,0.4,0.42,0.75,0.25,0.23,0.62,0.12,0.57,0.77,0.24,0.2,0.13,0.18,0.35,0.39,0.28,0.45,0.23,0.23,0.24,0.23,0.23,0.32,0.95,0.38,0.41,0.66,0.6,0.79,0.82,0.87,0.83,0.75,0.79,0.38,0.57,0.68,0.18,0.39,0.41,0.42,0.95,0.59,0.84,0.57,0.11,0.15,0.41,0.51,0.41,0.23,0.48,0.59,0.6,0.14,0.12,0.29,0.55,0.54,0.7,0.78,0.84,0.78,0.72,0.79,0.41,0.26,0.26,0.78,0.91,0.44,0.76,0.29,0.15,0.52,0.29,0.62,0.29,0.14,0.58,0.46,0.5,0.14,0.15,0.45,0.18,0.19,0.21,0.14,0.88,0.78,0.059,0.11,0,0
323,12/31/2018,0.55,0.55,0.58,0.56,0.64,0.25,0.72,0.85,0.21,0.52,0.53,0.38,0.17,0.05,0.38,0.46,0.53,0.5,0.52,0.18,0.18,0.98,0.18,0.18,0.49,0.95,0.64,0.33,0.49,0.46,0.51,0.57,0.67,0.63,0.64,0.55,0.21,0.52,0.52,0.18,0.51,0.56,0.56,1,0.92,1,0.86,0.26,0.28,0.68,0.2,0.66,0.17,0.2,0.32,0.31,0.21,0.15,0.36,0.72,0.64,0.64,0.78,0.85,0.85,0.75,0.72,0.48,0.98,0.46,0.91,0.99,0.24,0.4,0.52,0.24,0.3,0.52,0.49,0.17,0.34,0.74,0.63,0.7,0.16,0.34,0.44,0.21,0.25,0.35,0.22,0.46,0.55,-0.011,-0.126,0,0
358,12/31/2018,0.3,0.26,0.28,0.72,0.17,0.25,0.6,0.36,0.04,0.62,0.06,0.82,0.09,0.21,0.17,0.11,0.09,0.09,0.12,0.03,0.03,0.03,0.04,0.03,0.33,0.87,0.55,0.34,0.51,0.3,0.29,0.36,0.41,0.42,0.24,0.47,0.43,0.62,0.64,0.47,0.33,0.3,0.31,0.17,0.3,0.18,0.34,0.9,0.5,0.89,0.07,0.98,0.05,0.07,0.05,0.05,0.36,0.34,0.28,0.53,0.23,0.19,0.31,0.31,0.32,0.22,0.46,0.1,0.03,0.43,0.69,0.5,0.08,0.09,0.16,0.46,0.05,0.16,0.08,0.05,0.78,0.43,0.33,0.41,0.32,0.44,0.49,0.33,0.43,0.79,0.67,0.63,0.62,0.155,-0.014,0,0
